Restaurant Name;Country Code;City
Palmyra - The Bristol Hotel;1;Gurgaon
Shanghai Bar & Lounge - The Bristol Hotel;1;Gurgaon
Zaffran - The Bristol Hotel;1;Gurgaon
Zaffran - The Claremont;1;Gurgaon
Clove - The Galgotias;1;Gurgaon
Green Leaf;1;Gurgaon
Tokyo;1;Gurgaon
Cigar Lounge - The Oberoi;1;Gurgaon
Melange - The Pllazio Hotel;1;Gurgaon
Qureshi's Kabab Corner;1;Gurgaon
EEST - The Westin Gurgaon;1;Gurgaon
Prego - The Westin Gurgaon;1;Gurgaon
Seasonal Tastes - The Westin Gurgaon;1;Gurgaon
Xiao Chi - The Westin Sohna Resort & Spa;1;Gurgaon
The Living Room - The Westin Sohna Resort & Spa;1;Gurgaon
The Bar - Trident Gurgaon;1;Gurgaon
Konomi - Trident Gurgaon;1;Gurgaon
L'Opera;1;Gurgaon
Town Hall;1;Gurgaon
Whisky Samba;1;Gurgaon
Chokola;1;Gurgaon
Citrus Cafe - Lemon Tree Hotel;1;Gurgaon
Green Hut;1;Gurgaon
My Plate;1;Gurgaon
PiccoLicko;1;Gurgaon
Pind Balluchi;1;Gurgaon
Raj Xpresso;1;Gurgaon
Riders Hub;1;Gurgaon
Shivani Catering Services;1;Gurgaon
The Diet Kitchen;1;Gurgaon
The Gr8 Taste of India;1;Gurgaon
World Art Cafe;1;Gurgaon
XLNC Bakers;1;Gurgaon
Adventure Food;1;Gurgaon
Baba Da Dhaba;1;Gurgaon
Bandhani Fast Food;1;Gurgaon
Bhai Ji Dhaba;1;Gurgaon
Bikaner Sweets;1;Gurgaon
Cafe Coffee Day;1;Gurgaon
Cake 24x7;1;Gurgaon
Chaayos;1;Gurgaon
Chauhan Hotel;1;Gurgaon
Costa Coffee;1;Gurgaon
Dheeraj Vaishno Dhaba;1;Gurgaon
Domino's Pizza;1;Gurgaon
Food Ka Adda;1;Gurgaon
iKitchen;1;Gurgaon
Knights Kitchen;1;Gurgaon
Ku-Kukdu-Ku;1;Gurgaon
Mogambo Kitchen;1;Gurgaon
Noore-e-Seva;1;Gurgaon
Premier Bite;1;Gurgaon
Renu Sweets & Restaurant;1;Gurgaon
Street Foods by Punjab Grill;1;Gurgaon
Tpot;1;Gurgaon
Uttrakhand Bohra Bhojnalaya & Fast Food;1;Gurgaon
Uttrakhand Dhaba;1;Gurgaon
Tea Halt;1;Gurgaon
Dunkin' Donuts;1;Gurgaon
Indian Bistro Company;1;Gurgaon
Department of Food and Social Affair;1;Gurgaon
Tpot;1;Gurgaon
Anaaj;1;Gurgaon
Au Bon Pain;1;Gurgaon
Cafe Coffee Day;1;Gurgaon
Cafe Friends;1;Gurgaon
Chinese Bistro;1;Gurgaon
Dunkin' Donuts;1;Gurgaon
Madras Coffee House;1;Gurgaon
McDonald's;1;Gurgaon
Nukkadwala;1;Gurgaon
Salad Chef;1;Gurgaon
Subway;1;Gurgaon
Tea Halt;1;Gurgaon
The Kachori Co.;1;Gurgaon
Urban Dhaba;1;Gurgaon
A Piece of Paris;1;Gurgaon
Chaayos;1;Gurgaon
Doughlicious;1;Gurgaon
Eggers Madhouse;1;Gurgaon
Live Wok;1;Gurgaon
Orange Chopsticks;1;Gurgaon
Pizzoccheri;1;Gurgaon
Creamy Innovation;1;Gurgaon
Dosa Republic;1;Gurgaon
Giani's;1;Gurgaon
Chai Point;1;Gurgaon
Latitude - Vivanta By Taj;1;Gurgaon
Thai Pavilion - Vivanta By Taj;1;Gurgaon
3H Kitchen;1;Gurgaon
Manish Sweets & Bakers;1;Gurgaon
Oasis Kitchen;1;Gurgaon
Ramchandra Chinese Food;1;Gurgaon
Sona Chinese;1;Gurgaon
The Pastry Hut;1;Gurgaon
Aggarwal Sweets & Restaurant;1;Gurgaon
Bhoomika;1;Gurgaon
FoodZilla;1;Gurgaon
Goli Vada Pav No. 1;1;Gurgaon
Indo Chinese;1;Gurgaon
Kathi Junction;1;Gurgaon
Romi da Dhaba;1;Gurgaon
Shamji Snacks;1;Gurgaon
The Lunch Break;1;Gurgaon
Veg O Non;1;Gurgaon
Alwar Sweets;1;Gurgaon
Bakers Oven;1;Gurgaon
Burgzz Bee;1;Gurgaon
Chinese Corner;1;Gurgaon
Iroha;1;Gurgaon
Chaudhary Burfi Wala;1;Gurgaon
Curry 'n' Phulka;1;Gurgaon
Wah Ji Wah;1;Gurgaon
Woods Spice;1;Gurgaon
Mocha;1;Guwahati
Terra Mayaa Restaurant and Lounge;1;Guwahati
The Basement Cafн©;1;Guwahati
Strawberry Fields;1;Guwahati
Brooklyn Blues;1;Guwahati
Confucius;1;Guwahati
The Woking Mama;1;Guwahati
Underdoggs Sports Bar & Grill;1;Guwahati
The Zouq : Resto-Cafe;1;Guwahati
BrewBakes;1;Guwahati
Barbeque Nation;1;Guwahati
Yo! China;1;Guwahati
4 Seasons;1;Guwahati
11th Avenue Cafe Bistro;1;Guwahati
Cafн© Riverrun;1;Guwahati
Fat Belly;1;Guwahati
The Corner Cafe;1;Guwahati
Chung Fa;1;Guwahati
Shanghai Salsa;1;Guwahati
Three Guys;1;Guwahati
Ziya;1;Guwahati
Exotica;1;Hyderabad
AB's - Absolute Barbecues;1;Hyderabad
Chili's;1;Hyderabad
The Fisherman's Wharf;1;Hyderabad
Chili's;1;Hyderabad
Pine & Dine;1;Hyderabad
Jonathan's Kitchen - Holiday Inn Express & Suites;1;Hyderabad
AB's - Absolute Barbecues;1;Hyderabad
Conн_u;1;Hyderabad
Dock Forty Five;1;Hyderabad
Mocha Bar;1;Hyderabad
Olive Bistro;1;Hyderabad
Prost Brew Pub;1;Hyderabad
United Kitchens of India;1;Hyderabad
Heart Cup Coffee;1;Hyderabad
Churrolto;1;Hyderabad
The Grand Trunk Road;1;Hyderabad
Sahibду»s Barbeque by Ohriду»s;1;Hyderabad
KYRO;1;Indore
JAL - A Jungle Restaurant;1;Indore
Oye24;1;Indore
Hobnob Gourmet Cafн©bar;1;Indore
Mangosteen Cafe;1;Indore
Mama Loca;1;Indore
Vidorra;1;Indore
Cafe Palette;1;Indore
Nafees Restaurant;1;Indore
The Creative Kitchen - Radisson Blu Hotel;1;Indore
Square - Sayaji Hotel;1;Indore
Freito;1;Indore
Cafe Terazza;1;Indore
Cafe Yolo;1;Indore
Just My Bakes;1;Indore
10 Downing Street;1;Indore
Cakesmith's Alley;1;Indore
The Yellow Chilli;1;Indore
Waffle House;1;Indore
Mocha;1;Indore
Tapri Central;1;Jaipur
Blackout;1;Jaipur
Mamu's Infusion;1;Jaipur
Nibs Cafe;1;Jaipur
On The House;1;Jaipur
WTF;1;Jaipur
Chokhi Dhani;1;Jaipur
Meraaki Kitchen;1;Jaipur
Taruveda Bistro;1;Jaipur
The Forresta Kitchen & Bar;1;Jaipur
Monarch Restaurant - Holiday Inn Jaipur City Centre;1;Jaipur
Chao Chinese Bistro - Holiday Inn Jaipur City Centre;1;Jaipur
Zolocrust - Hotel Clarks Amer;1;Jaipur
Mutual's;1;Jaipur
O2- The Plant Cafe;1;Jaipur
Cafe LazyMojo;1;Jaipur
Replay;1;Jaipur
Sky Beach;1;Jaipur
Decked Up By Garden Cafe;1;Jaipur
Calzone- Dine & Rooftop Lounge;1;Jaipur
Hucka;1;Kanpur
The Zaffran;1;Kanpur
Gyan Vaishnav;1;Kanpur
Liquid;1;Kanpur
Royal Dine - Hotel Royal Cliff;1;Kanpur
Urban Crave Express;1;Kanpur
Atmosphere Grill Cafe Sheesha;1;Kanpur
Mr Brown;1;Kanpur
Dunkin Donuts;1;Kanpur
Little Chef;1;Kanpur
UrbanCrave;1;Kanpur
Chin Mi;1;Kanpur
Tadka;1;Kanpur
Dhuaan;1;Kanpur
Upper Crust;1;Kanpur
Anaicha's Food Joint;1;Kanpur
Aromas;1;Kanpur
Waterside - The Landmark Hotel;1;Kanpur
Verandah;1;Kanpur
Barbeque Nation;1;Kanpur
Nawras Seafood Restaurant;1;Kochi
Ifthar;1;Kochi
Dhe Puttu;1;Kochi
Kashi Art Cafe;1;Kochi
Grand Hotel Restaurant;1;Kochi
Barbeque Nation;1;Kochi
Chiyang;1;Kochi
Slice of Spice;1;Kochi
Mustake Multicuisine Restaurant;1;Kochi
Palaaram;1;Kochi
Tonico Cafe;1;Kochi
Cafe 17;1;Kochi
ChaiCofi;1;Kochi
Bloomsbury's Boutique Cafe and Artisan Bakery;1;Kochi
Paragon;1;Kochi
Aangan - Downtown Multicuisine Restaurant;1;Kochi
Ali Baba & 41 Dishes;1;Kochi
Cocoa Tree;1;Kochi
French Toast;1;Kochi
Thakkaaram;1;Kochi
Asia Kitchen by Mainland China;1;Kolkata
Hoppipola;1;Kolkata
Spice Kraft;1;Kolkata
Nawwarah;1;Kolkata
6 Ballygunge Place;1;Kolkata
Mumbai Local;1;Kolkata
Gabbar's Bar & Kitchen;1;Kolkata
TGI Friday's;1;Kolkata
Santa's Fantasea;1;Kolkata
India Restaurant;1;Kolkata
Flame & Grill;1;Kolkata
Barbeque Nation;1;Kolkata
Mocambo;1;Kolkata
BarBQ;1;Kolkata
Peter Cat;1;Kolkata
The Irish House;1;Kolkata
Barbeque Nation;1;Kolkata
Ocean Grill;1;Kolkata
Sigree Global Grill;1;Kolkata
What's Up;1;Kolkata
Grandson of Tunday Kababi;1;Lucknow
Frozen Factory;1;Lucknow
Mocha;1;Lucknow
Chemistry Cafн©;1;Lucknow
Homeys Cafe;1;Lucknow
Percussion;1;Lucknow
The Urban Terrace;1;Lucknow
Free Spirit;1;Lucknow
Spice Caves;1;Lucknow
The Chocolate Heaven;1;Lucknow
The Pebbles Bistro;1;Lucknow
Underdoggs Sports Bar & Grill;1;Lucknow
Vintage Machine;1;Lucknow
Bar Bar;1;Lucknow
Dastarkhwan;1;Lucknow
The Cherry Tree Cafe;1;Lucknow
Royal Sky;1;Lucknow
L 14 - Renaissance Lucknow Hotel;1;Lucknow
Barbeque Nation;1;Lucknow
Colours by Royal Cafe - Royal Inn;1;Lucknow
Cappuccino Blast;1;Lucknow
Basant Restaurant;1;Ludhiana
Hawai Adda;1;Ludhiana
Indian Summer;1;Ludhiana
Basant;1;Ludhiana
Bistro 226;1;Ludhiana
Mocha;1;Ludhiana
Pirates Of Grill;1;Ludhiana
Bistro Flamme Bois;1;Ludhiana
Kitchen At 95 - Hyatt Regency;1;Ludhiana
Domino's Pizza;1;Ludhiana
Nando's;1;Ludhiana
Belfrance Luxury Chocolates;1;Ludhiana
Hot Breads;1;Ludhiana
The Yellow Chilli;1;Ludhiana
Spice Cube;1;Ludhiana
Barbeque Nation;1;Ludhiana
Nik Bakers;1;Ludhiana
Aman Chicken;1;Ludhiana
District 6;1;Ludhiana
The BrewMaster - The Mix Fine Dine;1;Ludhiana
#45;1;Mangalore
Crave Desserts & Bakes;1;Mangalore
Diesel Cafe;1;Mangalore
Froth On Top;1;Mangalore
Hao Ming;1;Mangalore
Kobe Sizzlers;1;Mangalore
Liquid Lounge;1;Mangalore
Maharaja Restaurant;1;Mangalore
Giri Manja's;1;Mangalore
Kabab Studio;1;Mangalore
Brio Cafe and Grill;1;Mangalore
Gajalee Sea Food;1;Mangalore
Smoke N Oven;1;Mangalore
Village Restaurant;1;Mangalore
Barbeque Nation;1;Mangalore
Machali;1;Mangalore
Punjab Da Pind;1;Mangalore
Sizzler's Ranch;1;Mangalore
Spindrift;1;Mangalore
Sagar Ratna;1;Mangalore
The Shooters Cafe;1;Mohali
Joey's Pizza;1;Mumbai
Cafe Hydro;1;Mumbai
The American Joint;1;Mumbai
The Fusion Kitchen;1;Mumbai
145 Kala Ghoda;1;Mumbai
Tea Villa Cafe;1;Mumbai
Grandmama's Cafe;1;Mumbai
Mumbai Vibe;1;Mumbai
The Rolling Pin;1;Mumbai
Farzi Cafe;1;Mumbai
SpiceKlub;1;Mumbai
Tea Villa Cafe;1;Mumbai
Joey's Pizza;1;Mumbai
Stacks And Racks;1;Mumbai
The English Department Bar & Diner;1;Mumbai
Mirchi And Mime;1;Mumbai
38 Degree East;1;Mumbai
R' ADDA;1;Mumbai
Tea Villa Cafe;1;Mumbai
Tea Villa Cafe;1;Mumbai
Hotel RRR Mysore;1;Mysore
Jalpaan Dining Saga;1;Mysore
The Old House;1;Mysore
Vinayaka Mylari;1;Mysore
Empire Restaurant;1;Mysore
Green Leaf;1;Mysore
Pakva Lounge;1;Mysore
Spring - Radisson Blu Plaza;1;Mysore
Big Chicken;1;Mysore
Barbeque Nation;1;Mysore
Pizza Hut;1;Mysore
Tandooriwala;1;Mysore
Jungle The Restaurant;1;Mysore
The Barge Restaurant;1;Mysore
By The Way;1;Mysore
Cafe Cornucopia;1;Mysore
Mezzaluna;1;Mysore
Nanking;1;Mysore
Oyster Bay;1;Mysore
Purple Haze;1;Mysore
House of Caffeine;1;Nagpur
Hide Out The Street Cafe;1;Nagpur
Tapri The Chai Books Cafe;1;Nagpur
Eat Street Express;1;Nagpur
Zaikart;1;Nagpur
Cafe Zinea;1;Nagpur
Checker's;1;Nagpur
The B.A.W.A;1;Nagpur
FSB;1;Nagpur
NESCAFнЉ Illusions;1;Nagpur
Nineties;1;Nagpur
Mocha;1;Nagpur
The Zuree Urban Kitchen;1;Nagpur
The Breakfast Story;1;Nagpur
Ten Downing Street Restaurant & Bar;1;Nagpur
Ashoka Restaurant;1;Nagpur
Barbeque Nation;1;Nagpur
KFC;1;Nagpur
Moksh The Restro Lounge;1;Nagpur
Mainland China;1;Nagpur
Divtya Budhlya Wada Restaurant;1;Nashik
Spice Route;1;Nashik
Veg Aroma;1;Nashik
Eastern Spice;1;Nashik
The Bake Studio;1;Nashik
Barbeque Nation;1;Nashik
Chai Tapri;1;Nashik
Curry Leaves;1;Nashik
Enter The Dragon;1;Nashik
The Cafe Katta;1;Nashik
White X Sky Lounge;1;Nashik
12212;1;Nashik
Al Arabian Express;1;Nashik
RiverDine Restaurant & Bar;1;Nashik
Barbeque Ville;1;Nashik
Little Italy;1;Nashik
Soma at Sula;1;Nashik
Hotel Radhakrishna;1;Nashik
Sadhana Restaurant;1;Nashik
House Of Flavours;1;Nashik
Food Cloud;1;New Delhi
Burger.in;1;New Delhi
Days of the Raj;1;New Delhi
Dilli Ka Dhaba;1;New Delhi
Govardhan;1;New Delhi
Mezbaan Grills;1;New Delhi
Say Cheese;1;New Delhi
Southy;1;New Delhi
Monosoz;1;New Delhi
Waves;1;New Delhi
Delhi Darbar;1;New Delhi
Chateau;1;New Delhi
Nariyal Cafe;1;New Delhi
Rustom's Parsi Bhonu;1;New Delhi
BarShala;1;New Delhi
Chawla'sЊ_;1;New Delhi
Domino's Pizza;1;New Delhi
Sultanat;1;New Delhi
Bella Italia;1;New Delhi
Clever Fox Cafe;1;New Delhi
365 Naturals;1;New Delhi
Tpot;1;New Delhi
4 on 44 Restaurant & Bar;1;New Delhi
Rambhog;1;New Delhi
Selfie Lounge Restro & Bar;1;New Delhi
BTW;1;New Delhi
Chilli Pepper;1;New Delhi
Pizza Hut;1;New Delhi
Puri Bakers;1;New Delhi
Jaiveer Naan & Chaap;1;New Delhi
Aggarwal's Sweets Paradise;1;New Delhi
Bikaner Sweets;1;New Delhi
Cafe Coffee Day;1;New Delhi
Cakeophony By Sonali;1;New Delhi
Chandra Sweets;1;New Delhi
Chhotu Mashhoor Kathi Roll;1;New Delhi
Green Chick Chop;1;New Delhi
Lazeez Restaurant;1;New Delhi
Madhuvan Chinese Fast Food;1;New Delhi
Mr Wong;1;New Delhi
Mughlai Shahi Rasoi;1;New Delhi
Mumbai Central Street Food;1;New Delhi
Neha's Treat;1;New Delhi
New Bakers Shoppee;1;New Delhi
Pant  Ice Cream Parlour;1;New Delhi
PM 2 AM Food Bank;1;New Delhi
Punjabi Chaap Corner;1;New Delhi
Sartaj Food Corner;1;New Delhi
The Sugar Therapy;1;New Delhi
Biryani Binge;1;New Delhi
City of Joy;1;New Delhi
Letz Roll;1;New Delhi
Nukkad;1;New Delhi
#InstaFreeze;1;New Delhi
Aahar Meat and Chicken Shop;1;New Delhi
Food Cafe;1;New Delhi
Lazeez Restaurant;1;New Delhi
Lemon Chick;1;New Delhi
Punjabi Chaap Corner;1;New Delhi
Purani Dilli Foods;1;New Delhi
Tandoori Kebab;1;New Delhi
Shree Rathnam;1;New Delhi
Alaturka;1;New Delhi
Amici Gourmet Pizza;1;New Delhi
Burger King;1;New Delhi
Kylin Express;1;New Delhi
Big Fat Sandwich;1;New Delhi
Fashion Tv Cafe;1;New Delhi
Kylin Skybar;1;New Delhi
Lemon Drops;1;New Delhi
Punjabi By Nature Express;1;New Delhi
Red Mango;1;New Delhi
Starbucks;1;New Delhi
Peninsular Kitchen;1;New Delhi
Mithapur;1;New Delhi
Diggin;1;New Delhi
Aggarwal Sweet India;1;New Delhi
Banzara's;1;New Delhi
Bobby Tikki Wala;1;New Delhi
Chennai Junction;1;New Delhi
Chicken Bite;1;New Delhi
Chocolate Dreams;1;New Delhi
Dial n Dine;1;New Delhi
Fresh n Refresh;1;New Delhi
Garden Hut;1;New Delhi
Giani;1;New Delhi
Jugnu Gaming Zone and Cafe;1;New Delhi
Keventer's South Indian & Chinese Food;1;New Delhi
KTS;1;New Delhi
Mandarin;1;New Delhi
Penguin Bakers & Shakers;1;New Delhi
Rollmates;1;New Delhi
Tandoori Nights;1;New Delhi
Burger Dominion;1;New Delhi
Cafe Gainz;1;New Delhi
Chaskaa;1;New Delhi
Fabulous Cake Bites;1;New Delhi
Hangout - A House Of Kathis;1;New Delhi
Malais By Anands;1;New Delhi
Panchwati Rasoi;1;New Delhi
Sprinkles Cup & Cake;1;New Delhi
Target Ice Cream & Bakers;1;New Delhi
The Sweeet Jar;1;New Delhi
Amar Bakery;1;New Delhi
Cafe Brewbug;1;New Delhi
Chilll House Kafe;1;New Delhi
Cookie Shookie;1;New Delhi
Fabulous Cake;1;New Delhi
Jai Maa Shaarde Samose Wala;1;New Delhi
Madaan Confectionery;1;New Delhi
Magic Masala;1;New Delhi
Sikka Chinese Fast Food;1;New Delhi
Teedo's Cake Inn;1;New Delhi
Thalaiva Cafe;1;New Delhi
The Cake Affairs;1;New Delhi
Tulsi Ram Chinese Hut;1;New Delhi
V. K. Pasta;1;New Delhi
Xpert Bakers;1;New Delhi
Juniper Bar - Andaz Delhi;1;New Delhi
McDonald's;1;New Delhi
Pizza Hut Delivery;1;New Delhi
The Arena;1;New Delhi
Restaurant De Seoul;1;New Delhi
Taksim;1;New Delhi
Jom Jom Malay;1;New Delhi
Kofuku;1;New Delhi
The Sky High;1;New Delhi
Haldiram's;1;New Delhi
Jux Pux - The Dreamer's Cafe;1;New Delhi
Pizzaon;1;New Delhi
FFC Restaurant;1;New Delhi
34, Chowringhee Lane;1;New Delhi
Aapni Dhani;1;New Delhi
Bengal Sweet Corner;1;New Delhi
Chicken Vicken;1;New Delhi
Cup-a-licious;1;New Delhi
Frontier;1;New Delhi
Metro Fast Food;1;New Delhi
Nagpal's;1;New Delhi
Nile Restro & Bar;1;New Delhi
Popular Chicken;1;New Delhi
Sardar A Pure Meat Shop;1;New Delhi
Shankar Fast Food;1;New Delhi
Singh's Zaika ;1;New Delhi
The Mirch Masala;1;New Delhi
The Mirch Masala;1;New Delhi
Uncle Cake Shop;1;New Delhi
Kays Bar-Be-Que;1;New Delhi
Master Bakers;1;New Delhi
The Master's Fast Food Centre;1;New Delhi
6 Pack Momos;1;New Delhi
Al Noor Foods;1;New Delhi
Avon Kitchen;1;New Delhi
Bhasad Cafe;1;New Delhi
Bikaner Kesarvala;1;New Delhi
De Bone Chicken;1;New Delhi
Indian Fresh Meat Shop;1;New Delhi
JD's Food Court;1;New Delhi
Keventers;1;New Delhi
Malhotra Bakery;1;New Delhi
Matthi Wala;1;New Delhi
Nirula's Ice Cream;1;New Delhi
Punjabi Chaap Corner;1;New Delhi
Puran Dhaba;1;New Delhi
Rama Desi Ghee Meat Wala;1;New Delhi
VadaPav 'n' Frankie;1;New Delhi
Chhabra Sweets;1;New Delhi
Kanwarji's;1;New Delhi
Pizza Hut;1;New Delhi
Sagar Ratna;1;New Delhi
Smelling Salts;1;New Delhi
Wah Ji Wah;1;New Delhi
Wheelyz;1;New Delhi
Bell Pepperz;1;New Delhi
Bharat Sweets;1;New Delhi
Invitation;1;New Delhi
Mystique Melange;1;New Delhi
Pandit Ji Paranthe Wale;1;New Delhi
Raju Chat Palace;1;New Delhi
Seasonings - The Spice Mysteries;1;New Delhi
SGF - Spice Grill Flame;1;New Delhi
Apni Rasoi;1;New Delhi
Bablu Kabab Shop;1;New Delhi
Cake o' Cuisine;1;New Delhi
Domino's Pizza;1;New Delhi
Hunger Flames;1;New Delhi
Puran Chand Ambala Wale Di Hatti;1;New Delhi
The Cake Gallery;1;New Delhi
Bablu Chic Inn;1;New Delhi
Masala Basket;1;New Delhi
Udta Punjab;1;New Delhi
Munch Nation;1;New Delhi
Bengali Pastry Shop & Snack Bar;1;New Delhi
Bhimsain's Bengali Sweet House;1;New Delhi
Cafe Coffee Day;1;New Delhi
Colonel's Kababz;1;New Delhi
Faasos;1;New Delhi
Karachi Bakery;1;New Delhi
Nathu's Sweets;1;New Delhi
Sachdeva Confectioners;1;New Delhi
Bengali Sweet House;1;New Delhi
Bijoli Grill;1;New Delhi
Nathu's Pastry Shop;1;New Delhi
Balaji Dhaba;1;New Delhi
Bhagat Ji;1;New Delhi
Hangout Kathi Rolls;1;New Delhi
Makers & Bakers;1;New Delhi
Habibi Express;1;New Delhi
Cafe Coffee Day;1;New Delhi
China Town;1;New Delhi
Domino's Pizza;1;New Delhi
High Street Kitchen & Bar;1;New Delhi
Pizza Hut;1;New Delhi
Sugar & Spice - Le Marche;1;New Delhi
The Kathis;1;New Delhi
The Kylin Experience;1;New Delhi
Arabian Nites;1;New Delhi
Asia Kitchen;1;New Delhi
Dunkin' Donuts;1;New Delhi
Krips Restaurant;1;New Delhi
McDonald's;1;New Delhi
Yo! China;1;New Delhi
RPM;1;New Delhi
By The Way - Bellagio;1;New Delhi
Red - Bellagio;1;New Delhi
Soul Curry - Bellagio;1;New Delhi
Alpha 63;1;New Delhi
Bite-N-Sip;1;New Delhi
Lotus Garden;1;New Delhi
Meethas Sweets;1;New Delhi
Nirula's;1;New Delhi
Punjabi Tadka;1;New Delhi
Snack Bar;1;New Delhi
South Indian Food;1;New Delhi
Domino's Pizza;1;New Delhi
Southy;1;New Delhi
Coffee Shop - Centaur Hotel;1;New Delhi
Al Kuresh;1;New Delhi
Angan Bakery & Cafe;1;New Delhi
Bamboo Chopstix;1;New Delhi
Bawarchis;1;New Delhi
Bikanervala;1;New Delhi
Cafe Coffee Day;1;New Delhi
Chanakya Bar-Be-Que;1;New Delhi
Chattisgarh Bhawan;1;New Delhi
Chimney;1;New Delhi
China Town Sizzlers;1;New Delhi
Chinese Bite;1;New Delhi
Chinese Garden;1;New Delhi
Costa Coffee;1;New Delhi
Food Point;1;New Delhi
Ikko;1;New Delhi
Jammu And Kashmir House;1;New Delhi
Laguna;1;New Delhi
Momo Point;1;New Delhi
New Zaika;1;New Delhi
Organic Express;1;New Delhi
Tamil Nadu House Canteen;1;New Delhi
The Chocolate Avenue;1;New Delhi
Chimney Sizzlers;1;New Delhi
Gujarat Bhawan Restaurant;1;New Delhi
Itду»s Sinful;1;New Delhi
Jakoi;1;New Delhi
Arunachal Bhawan;1;New Delhi
Hotel New Tamil Nadu;1;New Delhi
Milan Food;1;New Delhi
Playboy Club;1;New Delhi
Moti Mahal Delux;1;New Delhi
The Treat;1;New Delhi
Break Fast Point;1;New Delhi
Breakfast Corner;1;New Delhi
Domino's Pizza;1;New Delhi
Frontier;1;New Delhi
Prince Cafe;1;New Delhi
Spicy Eleven;1;New Delhi
Vaishno Punjabi Dhaba;1;New Delhi
Adarsh Bhojnalaya;1;New Delhi
Al Haj Bakery;1;New Delhi
Anmol Chicken;1;New Delhi
Babu Ram Paranthe Wale;1;New Delhi
Bhaijaan Kababs;1;New Delhi
Bhikharam's;1;New Delhi
Bikanervala;1;New Delhi
Brijwasi Bhoj;1;New Delhi
Brijwasi Restaurant;1;New Delhi
Comesum;1;New Delhi
Inderpuri Restaurant;1;New Delhi
Kamdhenu Family Corner;1;New Delhi
Khalsa Hindu Hotel;1;New Delhi
Mahalaxmi Mishthan Bhandar;1;New Delhi
McDonald's;1;New Delhi
McDonald's;1;New Delhi
Natraj Cafe;1;New Delhi
Padam Chaat Corner;1;New Delhi
Pandit Ved Prakash Lemon Wale;1;New Delhi
Pt. Babu Ram Devi Dayal Paranthe Wale;1;New Delhi
Rabri Bhandar;1;New Delhi
Ram Parshad Makhan Lal;1;New Delhi
Rambhoj;1;New Delhi
Rehmatullah's Hotel;1;New Delhi
Sharma Bhojnalay;1;New Delhi
Shree Balaji Chaat Bhandar;1;New Delhi
Shri Duli Chand Naresh Gupta;1;New Delhi
Shri Hari Sharnam;1;New Delhi
Sindhi Chicken;1;New Delhi
Soni Bhojnalaya;1;New Delhi
Super Restaurant;1;New Delhi
Tiwari Ji Confectioner;1;New Delhi
Wah Ji Wah;1;New Delhi
Zaika Mughlai Foods;1;New Delhi
Al Yousuf;1;New Delhi
Amritsari Lassi Wala;1;New Delhi
Annapurna Bhandar;1;New Delhi
Bishan Swaroop Chaat Bhandar;1;New Delhi
Gole Hatti;1;New Delhi
Haldiram's;1;New Delhi
Kanwarji's;1;New Delhi
Kedarnath Prem Chand Halwai;1;New Delhi
Keventers;1;New Delhi
Khan Omelette Corner;1;New Delhi
Natraj Dahi Bhalle Wala;1;New Delhi
Old Famous Jalebi Wala;1;New Delhi
Pt. Gaya Prasad Shiv Charan Paranthe Wale;1;New Delhi
Pt.Kanhaiyalal & Durga Prasad Dixit Paranthe Wale;1;New Delhi
Shiv Misthan Bhandar;1;New Delhi
Special Jalebi Wala;1;New Delhi
Tewari Bros Confectioners;1;New Delhi
Annapurna Chaat & Sweets;1;New Delhi
Delhi-6 The Chicken Planet;1;New Delhi
Dessi Food;1;New Delhi
Foody Dragon;1;New Delhi
Grover Eating Point;1;New Delhi
Hotel 121 Shakahari;1;New Delhi
Lala Chaap Corner;1;New Delhi
Meghraj & Sons;1;New Delhi
Old Kheer Shop;1;New Delhi
Punjabi Chicken;1;New Delhi
Ratan Singh;1;New Delhi
Shri Bhujia Bhandar;1;New Delhi
Chaina Ram Sindhi Confectioners;1;New Delhi
Giani's di Hatti;1;New Delhi
Jung Bahadur Kachori Wala;1;New Delhi
Lakhori - Haveli Dharampura;1;New Delhi
Milk n More;1;New Delhi
Kuremal Mohan Lal Kulfi Wale;1;New Delhi
Hira Chaat Corner;1;New Delhi
Kuremal Mahavir Prasad Kulfi Wale;1;New Delhi
Shakahari Restaurant;1;New Delhi
Shri Gujrat Namkeen Bhandar;1;New Delhi
Standard Sweets;1;New Delhi
Sudarshan;1;New Delhi
Ustad Moinuddin Kebab;1;New Delhi
Ashok Chaat Corner;1;New Delhi
Jain Coffee House;1;New Delhi
Shyam Sweets;1;New Delhi
Spicy Food Court;1;New Delhi
Aristocrat Sweet Shop;1;New Delhi
Balluchi's - The Royal Cuisine;1;New Delhi
Bunty Dhaba;1;New Delhi
Gopal's Restaurant & Caterer's;1;New Delhi
Horn Please;1;New Delhi
Khatey Raho;1;New Delhi
Kolkata Biryani House;1;New Delhi
Kolkata Hot Kathi Roll;1;New Delhi
Madly Bangalee;1;New Delhi
Oh! China;1;New Delhi
Punjabi Zaika;1;New Delhi
Rabi Snacks Corner;1;New Delhi
Republic of Chicken;1;New Delhi
Roll n Roast;1;New Delhi
Roller's High;1;New Delhi
Royal Chick 'N';1;New Delhi
Royal Kolkata Biryani;1;New Delhi
Sameer's Restaurant;1;New Delhi
Sanjha Chulha;1;New Delhi
Shepherd's;1;New Delhi
Soya King;1;New Delhi
